Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-03-26,11:16:14,0,1,0.0000,-0.0013,-0.1436,4.2224,3.4113,0,1.0000,0,0,36.9684,23.4928,18.0540,3.4470,-120.5857,0.000,0.500,0.540
2026-03-26,11:16:14,1,1,0.0000,0.0024,-0.1434,4.2165,3.4113,0,1.0000,0,0,37.8602,20.9450,18.2759,3.9193,-124.5546,0.000,0.470,0.570
2026-03-26,11:16:14,2,1,0.0000,0.0047,-0.1453,4.2746,3.4112,0,1.0000,0,0,39.0974,34.1537,18.5160,4.9674,-130.3481,0.000,0.440,0.600
2026-03-26,11:16:14,3,1,0.0000,-0.0092,-0.1443,4.2443,3.4113,0,1.0000,0,0,40.0092,27.0635,18.6503,4.3371,-135.5937,0.000,0.410,0.630
2026-03-26,11:16:14,4,1,0.0000,-0.0166,-0.1436,4.2223,3.4113,0,1.0000,0,0,40.4920,16.6159,18.7358,3.4142,-140.3837,0.000,0.380,0.660
2026-03-26,11:16:14,5,1,0.0000,-0.0105,-0.1426,4.1941,3.4113,0,1.0000,0,0,40.8575,13.8439,18.8313,3.2758,-144.4004,0.000,0.350,0.690
2026-03-26,11:16:14,5,1,0.0000,-0.0079,-0.1422,4.1831,3.4114,0,1.0000,0,0,41.3672,15.3710,18.9201,2.8225,-147.6982,0.000,0.320,0.720
2026-03-26,11:16:14,6,1,0.0000,-0.0302,-0.1406,4.1351,3.4115,0,1.0000,0,0,41.9821,17.3010,18.9514,1.6388,-150.6809,0.000,0.290,0.750
2026-03-26,11:16:14,7,1,0.0000,-0.0115,-0.1387,4.0785,3.4115,0,1.0000,0,0,42.4152,13.6665,18.9367,0.6493,-153.2749,0.000,0.260,0.780
2026-03-26,11:16:14,7,1,0.0000,0.0161,-0.1412,4.1533,3.4115,0,1.0000,0,0,42.9986,17.1542,19.0134,1.2640,-155.5127,0.000,0.230,0.810
2026-03-26,11:16:14,8,1,0.0000,0.0065,-0.1406,4.1353,3.4114,0,1.0000,0,0,43.6093,17.2764,18.9856,0.1445,-157.7083,0.000,0.200,0.840
2026-03-26,11:16:14,8,1,0.0000,0.0195,-0.1435,4.2220,3.4113,0,1.0000,0,0,43.9689,12.1355,19.0124,0.4849,-159.4496,0.000,0.170,0.870
2026-03-26,11:16:14,9,1,0.0000,0.0009,-0.1461,4.2971,3.4112,0,1.0000,0,0,44.5226,16.6132,18.9441,-0.9836,-161.0009,0.000,0.140,0.900
2026-03-26,11:16:14,10,1,0.0000,0.0113,-0.1494,4.3948,3.4110,0,1.0000,0,0,45.4765,28.6945,18.7776,-2.6922,-162.4082,0.000,0.110,0.930
2026-03-26,11:16:14,10,1,0.0000,0.0056,-0.1516,4.4579,3.4109,0,1.0000,0,0,45.9985,16.2906,18.7662,-1.2862,-163.5542,0.000,0.080,0.960
2026-03-26,11:16:14,11,1,0.0000,0.0071,-0.1549,4.5548,3.4108,0,1.0000,0,0,46.2042,7.2483,18.8115,0.0765,-164.6281,0.000,0.050,0.990
2026-03-26,11:16:14,12,1,0.0000,-0.0023,-0.1544,4.5414,3.4108,0,1.0000,0,0,46.4328,7.8867,18.9560,2.2572,-165.4902,0.000,0.020,1.000
2026-03-26,11:16:14,12,1,0.0000,-0.0118,-0.1521,4.4725,3.4109,0,1.0000,0,0,46.8173,10.4585,19.1644,4.0908,-166.4678,0.000,0.000,1.000
2026-03-26,11:16:14,13,1,0.0000,-0.0118,-0.1481,4.3561,3.4110,0,1.0000,0,0,47.1231,9.5785,19.3387,4.4405,-167.5421,0.000,0.000,1.000
