Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-04-03,17:18:04,0,1,-2.0400,-2.7762,0.1206,3.5466,1.4926,0,0.5740,-255,1,48.9429,-37.4236,-25.1470,-11.0680,-110.8318,1.000,0.000,0.537
2026-04-03,17:18:04,1,1,-2.0400,-2.2878,0.1476,4.3402,1.5100,0,0.5740,-255,1,48.4576,-22.4650,-25.0364,-6.4605,-114.5683,1.000,0.000,0.567
2026-04-03,17:18:04,2,1,-2.0400,-2.0869,0.1285,3.7786,1.5246,0,0.5740,-255,1,48.4279,-9.9869,-24.9518,-3.5858,-118.3017,1.000,0.000,0.597
2026-04-03,17:18:04,3,1,0.0000,-1.9290,0.1284,3.7777,1.5430,0,0.5740,0,1,48.1694,-7.2594,-24.9843,-2.4973,-116.1656,1.000,0.000,0.637
2026-04-03,17:18:04,4,1,0.0000,-1.3522,0.1325,3.8968,1.5532,0,0.5740,0,1,47.5581,-15.0755,-24.8604,-0.5050,-119.7415,1.000,0.000,0.667
2026-04-03,17:18:04,4,1,0.0000,-0.5944,0.1334,3.9226,1.5598,0,0.5740,0,1,46.8705,-16.8566,-24.8954,-0.7086,-123.1762,1.000,0.000,0.697
2026-04-03,17:18:04,5,1,0.0000,-0.0183,0.1332,3.9181,1.5616,0,0.5740,0,1,47.0181,-4.8395,-24.6976,1.4246,-126.0027,1.000,0.000,0.727
2026-04-03,17:18:04,6,1,0.0000,-0.0073,0.1342,3.9463,1.5618,0,0.5740,0,1,46.1792,-17.3360,-24.0658,7.0225,-128.1353,1.000,0.000,0.757
2026-04-03,17:18:04,6,1,0.0000,-0.0630,0.1483,4.3618,1.5621,0,0.5740,0,1,46.2273,-4.8283,-23.3822,11.3455,-123.0030,1.000,0.000,0.787
2026-04-03,17:18:04,7,1,0.0000,0.0437,0.1377,4.0511,1.5622,0,0.5740,0,1,46.2515,-2.0272,-23.2717,7.4998,-106.6941,1.000,0.000,0.827
