Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-04-03,16:27:07,0,1,-7.9840,-1.3610,0.0189,0.5550,1.1966,0,1.0000,-998,1,53.4490,41.4333,-18.2958,-6.5704,20.0924,0.000,0.000,0.526
2026-04-03,16:27:07,1,1,-7.9840,-1.1333,0.0193,0.5676,1.2051,0,1.0000,-998,1,53.4587,15.5362,-18.6301,-7.5334,15.4694,0.000,0.000,0.556
2026-04-03,16:27:07,1,1,-7.9840,-1.0353,0.0227,0.6667,1.2136,0,1.0000,-998,1,52.7945,-4.5709,-18.7456,-6.1549,18.2256,0.000,0.000,0.575
2026-04-03,16:27:07,2,1,-7.9840,-1.0557,0.0359,1.0572,1.2208,0,1.0000,-998,1,52.6114,-4.2113,-18.8980,-5.6538,21.1780,0.000,0.000,0.594
2026-04-03,16:27:07,2,1,-7.9840,-0.9416,-0.0080,0.2365,1.2263,0,1.0000,-998,1,52.1166,-10.6725,-19.2096,-6.9514,16.8329,0.000,0.000,0.602
2026-04-03,16:27:07,3,1,-7.9840,-0.8015,0.0123,0.3604,1.2329,0,1.0000,-998,1,51.5459,-15.8503,-19.4775,-7.3962,19.3051,0.000,0.000,0.632
2026-04-03,16:27:07,4,1,-7.9840,-1.0497,-0.0007,0.0204,1.2417,0,1.0000,-998,1,51.0388,-14.9943,-20.1065,-10.5133,24.7283,0.000,0.000,0.650
2026-04-03,16:27:07,5,1,-7.9840,-0.9366,0.0155,0.4558,1.2490,0,1.0000,-998,1,50.5482,-16.2266,-20.7239,-13.1375,26.7124,0.030,0.000,0.680
2026-04-03,16:27:07,6,1,-7.9840,-0.8745,0.0262,0.7709,1.2568,0,1.0000,-998,1,49.8043,-19.3948,-21.4963,-16.0150,35.5584,0.030,0.000,0.710
2026-04-03,16:27:07,7,1,-7.9840,-0.9076,0.0406,1.1935,1.2667,0,1.0000,-998,1,48.7663,-21.4397,-22.5399,-19.0590,46.5261,0.050,0.000,0.750
2026-04-03,16:27:07,7,1,-7.9840,-1.1478,0.0336,0.9891,1.2737,0,1.0000,-998,1,48.0494,-20.7660,-23.4376,-21.5652,40.2369,0.050,0.000,0.758
2026-04-03,16:27:07,8,1,-7.9840,-1.1405,0.0386,1.1356,1.2835,0,1.0000,-998,1,47.1567,-19.9557,-24.4765,-22.6224,36.9294,0.100,0.000,0.798
2026-04-03,16:27:07,9,1,-7.9840,-1.4852,0.0511,1.5027,1.2918,0,1.0000,-998,1,46.4547,-21.0975,-25.1827,-22.4519,38.1722,0.100,0.000,0.806
2026-04-03,16:27:07,9,1,-7.9840,-1.2436,0.0098,0.2894,1.3003,0,1.0000,-998,1,45.8652,-19.7430,-25.8576,-21.8892,32.1178,0.100,0.000,0.825
2026-04-03,16:27:07,10,1,-7.9840,-1.3822,0.0502,1.4751,1.3108,0,1.0000,-998,1,45.4171,-16.4440,-26.5304,-21.3592,33.2969,0.130,0.000,0.844
2026-04-03,16:27:07,11,1,-7.9840,-1.4739,0.0402,1.1819,1.3213,0,1.0000,-998,1,44.8877,-15.0560,-27.2010,-20.6310,41.5311,0.130,0.000,0.874
2026-04-03,16:27:07,12,1,-7.9840,-1.3719,0.0084,0.2463,1.3306,0,1.0000,-998,1,44.3339,-15.7927,-27.5687,-17.5745,28.5602,0.130,0.000,0.893
2026-04-03,16:27:07,13,1,-7.9840,-1.1918,0.0237,0.6975,1.3427,0,1.0000,-998,1,43.5752,-17.4133,-27.9135,-13.4992,36.2810,0.150,0.000,0.933
2026-04-03,16:27:07,14,1,-7.9840,-1.4459,0.0404,1.1875,1.3543,0,1.0000,-998,1,43.2145,-13.7651,-28.0965,-10.9724,30.4672,0.150,0.000,0.952
2026-04-03,16:27:07,15,1,-7.9840,-1.5580,0.0159,0.4685,1.3646,0,1.0000,-998,1,43.2051,-5.1234,-28.1968,-8.3652,25.2121,0.120,0.000,0.960
2026-04-03,16:27:07,15,1,-7.9840,-1.2493,0.0021,0.0609,1.3764,0,1.0000,-998,1,43.1147,-3.9395,-27.9929,-2.9979,9.6943,0.140,0.000,0.989
2026-04-03,16:27:07,17,1,-7.9840,-1.1847,0.0119,0.3510,1.3852,0,1.0000,-998,1,42.7772,-8.0386,-27.7082,0.6397,19.9895,0.170,0.000,1.000
2026-04-03,16:27:07,18,1,-7.9840,-1.0112,0.0095,0.2787,1.3942,0,1.0000,-998,1,43.2219,4.4087,-27.4587,2.8709,22.4538,0.140,0.000,0.999
2026-04-03,16:27:07,19,1,-7.9840,-1.0185,0.0373,1.0959,1.4020,0,1.0000,-998,1,43.5666,7.5238,-27.4428,2.1190,24.8766,0.110,0.000,1.000
2026-04-03,16:27:07,20,1,-7.9840,-1.1958,0.0255,0.7509,1.4101,0,1.0000,-998,1,43.0174,-5.5466,-27.6834,-0.7444,27.0107,0.080,0.000,1.000
2026-04-03,16:27:07,21,1,-7.9840,-1.2428,0.0234,0.6892,1.4181,0,1.0000,-998,1,42.3729,-13.4100,-27.9433,-3.0430,28.9219,0.050,0.000,1.000
2026-04-03,16:27:07,22,1,-7.9840,-1.3521,0.0321,0.9427,1.4292,0,1.0000,-998,1,41.6847,-15.1893,-28.3358,-5.5984,33.5518,0.070,0.000,1.000
2026-04-03,16:27:07,22,1,-7.9840,-1.2792,0.0112,0.3303,1.4378,0,1.0000,-998,1,40.6325,-25.6037,-28.6813,-7.2137,35.1017,0.070,0.000,1.000
2026-04-03,16:27:07,23,1,-7.9840,-1.1050,0.0185,0.5441,1.4463,0,1.0000,-998,1,38.9864,-41.6516,-28.9263,-7.2722,36.4784,0.100,0.000,1.000
2026-04-03,16:27:07,24,1,-7.9840,-1.2525,0.0076,0.2244,1.4554,0,1.0000,-998,1,38.2144,-29.3342,-29.0948,-6.4541,37.7221,0.100,0.000,0.999
