Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf,Kite_Pitch_deg,Kite_Roll_deg,Kite_IMU_Battery
2026-04-24,16:15:32,1,1,3.5200,3.5254,0.0579,1.7016,9.8505,0,1.0000,440,1,19.9141,28.3681,107.1227,-8.4971,169.8584,0.272,0.000,0.534,-104.5824,117.0544,63
2026-04-24,16:15:32,2,1,3.9040,3.5280,0.0562,1.6525,9.8194,0,1.0000,488,1,21.2035,25.0379,107.0927,-2.3150,169.9552,0.240,0.000,0.566,-104.3445,116.8430,63
2026-04-24,16:15:32,4,1,3.9040,3.9800,0.0551,1.6213,9.7882,0,1.0000,488,1,20.8191,-10.3904,107.3142,2.7504,169.9620,0.208,0.000,0.598,-103.8605,116.3010,63
2026-04-24,16:15:32,5,1,3.9040,3.9008,0.0552,1.6232,9.7565,0,1.0000,488,1,19.8905,-25.9809,107.5657,5.8931,169.9445,0.200,0.000,0.630,-103.7122,116.2416,63
2026-04-24,16:15:32,5,1,4.0880,3.9209,0.0742,2.1835,9.7274,0,1.0000,511,1,19.4988,-8.4275,107.7053,4.8210,169.9692,0.264,0.000,0.662,-103.6877,116.3282,63
2026-04-24,16:15:32,6,1,4.0880,4.0897,0.0566,1.6647,9.6917,0,1.0000,511,1,19.9348,15.5805,107.6610,0.6269,169.9784,0.304,0.000,0.694,-103.5648,116.4295,63
2026-04-24,16:15:32,6,1,4.0880,4.1209,0.0675,1.9848,9.6580,0,1.0000,511,1,20.2624,5.6419,107.3915,-4.6927,169.8873,0.272,0.000,0.726,-103.4997,116.6320,63
2026-04-24,16:15:32,7,1,4.0880,4.0962,0.0676,1.9874,9.6225,0,1.0000,511,1,20.2303,-8.0039,107.2266,-4.3586,169.8990,0.240,0.000,0.749,-103.4583,116.7603,63
2026-04-24,16:15:32,8,1,4.0880,4.0479,0.0628,1.8483,9.5884,0,1.0000,511,1,20.0171,-4.5240,107.4756,3.0863,169.8709,0.208,0.000,0.746,-103.3888,116.7692,63
2026-04-24,16:15:32,9,1,4.0960,3.9964,0.0732,2.1531,9.5565,0,1.0000,512,1,19.7997,-6.3551,107.8582,7.5170,169.8870,0.176,0.000,0.742,-103.2616,116.6525,63
2026-04-24,16:15:32,9,1,4.0960,4.0988,0.0706,2.0754,9.5296,0,1.0000,512,1,20.1908,8.2252,108.1307,8.5698,169.9601,0.152,0.000,0.740,-103.1394,116.5607,63
2026-04-24,16:15:32,10,1,4.0960,4.0196,0.0690,2.0286,9.4933,0,1.0000,512,1,20.0417,4.7961,108.4172,7.0549,169.8818,0.120,0.000,0.737,-103.1542,116.6525,63
2026-04-24,16:15:32,10,1,4.0880,4.0804,0.0747,2.1969,9.4655,0,1.0000,511,1,19.9397,-8.1533,108.2761,0.1862,169.8648,0.096,0.000,0.734,-103.1652,116.6439,63
2026-04-24,16:15:32,11,1,4.0880,4.0385,0.0721,2.1213,9.4325,0,1.0000,511,1,20.0888,6.9426,107.9008,-7.2983,169.8936,0.064,0.000,0.731,-103.1274,116.5804,63
2026-04-24,16:15:32,13,1,4.0880,3.9910,0.0759,2.2321,9.3995,0,1.0000,511,1,19.7388,-9.2596,107.6742,-6.5913,169.8529,0.032,0.000,0.728,-103.1416,116.5951,63
2026-04-24,16:15:32,14,1,4.0880,4.1780,0.0757,2.2252,9.3675,0,1.0000,511,1,20.0017,4.4669,107.8959,1.7622,169.8681,0.000,0.000,0.725,-103.1555,116.6022,63
2026-04-24,16:15:32,15,1,4.0880,4.1270,0.0698,2.0537,9.3323,0,1.0000,511,1,19.7050,2.2439,108.0068,2.8832,169.8347,0.000,0.000,0.722,-103.1302,116.5570,63
2026-04-24,16:15:32,16,1,4.0880,4.0998,0.0630,1.8528,9.2987,0,1.0000,511,1,19.5379,-14.3634,107.8448,-2.2546,169.8154,0.000,0.000,0.718,-103.1357,116.5942,63
2026-04-24,16:15:32,16,1,4.0880,4.0766,0.0686,2.0163,9.2645,0,1.0000,511,1,19.8419,7.4047,107.5579,-6.1872,169.8706,0.000,0.000,0.715,-103.1345,116.6075,63
2026-04-24,16:15:32,17,1,4.0880,4.0224,0.0733,2.1558,9.2313,0,1.0000,511,1,19.5115,-2.9416,107.1271,-10.9305,169.8775,0.000,0.000,0.712,-103.1153,116.5823,63
2026-04-24,16:15:32,18,1,4.0880,4.1761,0.0661,1.9431,9.1957,0,1.0000,511,1,19.5583,-3.3089,106.7534,-10.0692,169.8849,0.000,0.000,0.709,-102.9946,116.3526,63
2026-04-24,16:15:32,19,1,4.0880,4.1181,0.0787,2.3150,9.1631,0,1.0000,511,1,19.3260,-9.3945,106.8432,-0.9243,169.8776,0.000,0.000,0.706,-102.7199,115.8847,63
2026-04-24,16:15:32,20,1,4.0880,4.1676,0.0619,1.8214,9.1295,0,1.0000,511,1,19.3177,-1.2484,107.1790,6.2958,169.9675,0.000,0.000,0.702,-102.5032,115.5414,63
2026-04-24,16:15:32,20,1,4.0880,4.0747,0.0666,1.9598,9.0965,0,1.0000,511,1,19.2574,-2.4210,107.1655,1.4931,169.9634,0.000,0.000,0.699,-102.5738,115.7540,63
2026-04-24,16:15:32,21,1,4.0880,4.1505,0.0554,1.6289,9.0613,0,1.0000,511,1,19.2067,0.9550,106.8244,-6.0985,169.9524,0.000,0.000,0.696,-102.4485,115.8495,63
2026-04-24,16:15:32,49,1,4.0880,4.1560,0.0485,1.4258,9.0283,0,1.0000,511,1,19.3131,4.1046,106.5445,-6.9958,169.9758,0.000,0.000,0.693,-102.1878,115.5716,63
2026-04-24,16:15:32,50,1,4.0880,4.0805,0.0575,1.6911,8.9953,0,1.0000,511,1,19.4030,0.8688,106.4948,-2.8101,169.9613,0.000,0.000,0.690,-102.0002,115.4296,63
2026-04-24,16:15:32,51,1,4.0880,4.0708,0.0653,1.9213,8.9606,0,1.0000,511,1,19.4340,0.6362,106.6233,1.8043,170.0455,0.000,0.000,0.686,-101.9948,115.5986,63
2026-04-24,16:15:32,51,1,4.0880,4.0307,0.0613,1.8033,8.9290,0,1.0000,511,1,19.5448,1.0399,106.9499,7.1681,169.9169,0.000,0.000,0.683,-101.9506,115.7302,63
2026-04-24,16:15:32,52,1,4.0880,4.0820,0.0706,2.0770,8.8951,0,1.0000,511,1,19.6580,1.3927,107.2526,7.2870,169.9571,0.000,0.000,0.680,-101.9759,116.0639,63
2026-04-24,16:15:32,52,1,4.0880,4.0742,0.0667,1.9613,8.8615,0,1.0000,511,1,19.6354,0.2560,107.3767,4.7205,169.9154,0.000,0.000,0.677,-101.9736,116.2703,63
2026-04-24,16:15:32,54,1,4.0880,4.0295,0.0719,2.1136,8.8267,0,1.0000,511,0,19.5942,1.2043,107.2246,-1.6367,169.9580,0.000,0.000,0.674,-102.1509,116.7731,63
2026-04-24,16:15:32,55,1,4.0880,4.0048,0.0742,2.1837,8.7965,0,1.0000,511,0,19.6980,2.0732,106.9427,-5.9186,169.8575,0.000,0.000,0.670,-102.3766,117.3474,63
2026-04-24,16:15:32,56,1,4.0880,4.0418,0.0801,2.3555,8.7647,0,1.0000,511,0,19.7291,3.8935,106.8597,-3.0940,169.8577,0.000,0.000,0.667,-102.6212,118.0412,63
2026-04-24,16:15:32,57,1,4.0880,4.0918,0.0802,2.3596,8.7308,0,1.0000,511,0,19.6208,0.4936,107.1714,4.5739,169.8930,0.000,0.000,0.664,-102.5510,118.0630,63
2026-04-24,16:15:32,58,1,4.0880,4.1290,0.0704,2.0702,8.6972,0,1.0000,511,0,19.7311,3.9622,107.5639,9.2140,169.9888,0.000,0.000,0.661,-102.4240,117.9277,63
