Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-03-27,12:31:57,1,1,0.0000,-0.0007,0.1416,4.1649,1.2377,0,1.0000,0,0,38.6286,-9.1387,13.0635,-5.0486,167.3128,0.000,0.000,0.540
2026-03-27,12:31:57,2,1,0.0000,-0.0052,0.1432,4.2122,1.2377,0,1.0000,0,0,38.1013,-13.2468,13.5393,1.2786,168.3842,0.000,0.000,0.570
2026-03-27,12:31:57,3,1,0.0000,0.0065,0.1407,4.1381,1.2377,0,1.0000,0,0,37.4791,-16.6073,14.3875,9.1381,169.8404,0.020,0.000,0.600
2026-03-27,12:31:57,3,1,0.0000,0.0031,0.1401,4.1205,1.2377,0,1.0000,0,0,36.9359,-16.4755,15.4277,16.2487,171.3385,0.080,0.000,0.630
2026-03-27,12:31:57,4,1,0.0000,-0.0144,0.1419,4.1739,1.2378,0,1.0000,0,0,36.4633,-15.3481,16.3981,20.3662,172.5448,0.140,0.000,0.660
2026-03-27,12:31:57,5,1,0.0000,-0.0079,0.1440,4.2353,1.2378,0,1.0000,0,0,35.9760,-15.1626,17.2076,21.6279,173.5065,0.200,0.000,0.690
2026-03-27,12:31:57,5,1,0.0000,-0.0285,0.1485,4.3685,1.2380,0,1.0000,0,0,35.0386,-20.0935,17.7566,17.8860,174.3527,0.280,0.000,0.730
2026-03-27,12:31:57,6,1,0.0000,-0.0317,0.1530,4.4999,1.2382,0,1.0000,0,0,33.8985,-24.6845,17.7829,10.7975,174.9420,0.360,0.000,0.770
2026-03-27,12:31:57,6,1,0.0000,-0.0530,0.1615,4.7501,1.2386,0,1.0000,0,0,32.8059,-29.7890,17.4706,4.2450,175.0957,0.420,0.000,0.800
2026-03-27,12:31:57,7,1,0.0000,-0.0672,0.1727,5.0787,1.2390,0,1.0000,0,0,31.4123,-36.1600,16.7829,-5.6551,175.0812,0.480,0.000,0.830
2026-03-27,12:31:57,7,1,0.0000,-0.0732,0.1828,5.3763,1.2396,0,1.0000,0,0,30.1276,-37.4549,15.9654,-11.7909,174.6720,0.540,0.000,0.860
2026-03-27,12:31:57,8,1,0.0000,-0.0151,0.1810,5.3232,1.2398,0,1.0000,0,0,28.8483,-31.6826,14.8378,-17.5746,173.9171,0.620,0.000,0.900
2026-03-27,12:31:57,9,1,0.0000,0.0064,0.1820,5.3527,1.2398,0,1.0000,0,0,27.9215,-24.5480,13.5226,-22.8570,172.6405,0.700,0.000,0.940
2026-03-27,12:31:57,10,1,0.0000,-0.0016,0.1811,5.3261,1.2398,0,1.0000,0,0,27.4014,-19.1572,12.5337,-25.0822,171.5384,0.760,0.000,0.970
2026-03-27,12:31:57,10,1,0.0000,-0.0184,0.1807,5.3149,1.2398,0,1.0000,0,0,27.1627,-11.8456,11.6119,-25.9544,170.3821,0.820,0.000,1.000
2026-03-27,12:31:57,11,1,0.0000,0.0079,0.1801,5.2981,1.2398,0,1.0000,0,0,27.2213,-3.8546,10.7260,-26.2213,169.0778,0.880,0.000,1.000
2026-03-27,12:31:57,11,1,0.0000,-0.0035,0.1807,5.3149,1.2398,0,1.0000,0,0,27.4039,1.6712,9.8826,-25.9764,167.7384,0.940,0.000,1.000
2026-03-27,12:31:57,12,1,0.0000,-0.0002,0.1818,5.3483,1.2398,0,1.0000,0,0,27.6395,4.7365,9.2311,-23.9852,166.7435,0.970,0.000,1.000
2026-03-27,12:31:57,12,1,0.0000,0.0003,0.1818,5.3456,1.2398,0,1.0000,0,0,27.9891,8.2842,8.6645,-21.8380,165.7281,0.940,0.000,1.000
2026-03-27,12:31:57,13,1,0.0000,0.0084,0.1795,5.2785,1.2398,0,1.0000,0,0,28.4610,12.0242,8.1118,-20.1998,164.7773,0.910,0.000,1.000
2026-03-27,12:31:57,14,1,0.0000,0.0041,0.1802,5.3009,1.2398,0,1.0000,0,0,29.2534,19.2592,7.6422,-18.3092,163.8457,0.880,0.000,1.000
2026-03-27,12:31:57,16,1,0.0000,0.0037,0.1803,5.3036,1.2398,0,1.0000,0,0,30.1100,22.9688,7.1087,-17.6211,162.8897,0.850,0.000,1.000
2026-03-27,12:31:57,16,1,0.0000,-0.0020,0.1809,5.3205,1.2398,0,1.0000,0,0,30.9152,23.8285,6.6082,-16.8268,162.0121,0.820,0.000,1.000
2026-03-27,12:31:57,17,1,0.0000,0.0061,0.1817,5.3427,1.2398,0,1.0000,0,0,31.8148,25.9284,6.1355,-16.0086,161.3312,0.790,0.000,1.000
2026-03-27,12:31:57,18,1,0.0000,-0.0074,0.1802,5.3009,1.2398,0,1.0000,0,0,32.7447,26.5131,5.8684,-13.4007,160.9504,0.760,0.000,1.000
2026-03-27,12:31:57,18,1,0.0000,-0.0023,0.1820,5.3525,1.2398,0,1.0000,0,0,33.5475,24.4005,5.7493,-10.1739,160.8371,0.730,0.000,1.000
2026-03-27,12:31:57,19,1,0.0000,-0.0074,0.1797,5.2841,1.2398,0,1.0000,0,0,34.2965,22.9996,5.8060,-6.3064,161.0153,0.700,0.000,1.000
2026-03-27,12:31:57,20,1,0.0000,-0.0083,0.1809,5.3205,1.2398,0,1.0000,0,0,35.0016,17.9007,6.2350,0.1753,161.8515,0.660,0.000,1.000
2026-03-27,12:31:57,20,1,0.0000,-0.0026,0.1814,5.3346,1.2398,0,1.0000,0,0,35.5596,16.4172,6.8006,5.1711,162.8132,0.630,0.000,1.000
2026-03-27,12:31:57,21,1,0.0000,-0.0025,0.1801,5.2968,1.2398,0,1.0000,0,0,35.9899,13.9612,7.4532,9.4501,163.9285,0.600,0.000,1.000
2026-03-27,12:31:57,21,1,0.0000,-0.0041,0.1809,5.3219,1.2398,0,1.0000,0,0,36.2808,8.8802,8.1957,12.3663,165.2874,0.560,0.000,1.000
2026-03-27,12:31:57,22,1,0.0000,0.0063,0.1798,5.2870,1.2398,0,1.0000,0,0,36.6276,9.4575,8.6233,12.2644,166.1464,0.530,0.000,1.000
2026-03-27,12:31:57,23,1,0.0000,-0.0059,0.1799,5.2899,1.2398,0,1.0000,0,0,36.8908,8.2770,9.0470,12.3567,167.1196,0.500,0.000,1.000
2026-03-27,12:31:57,24,1,0.0000,0.0012,0.1797,5.2855,1.2398,0,1.0000,0,0,37.0893,6.9014,9.5784,13.4841,168.3087,0.470,0.000,1.000
2026-03-27,12:31:57,24,1,0.0000,-0.0049,0.1800,5.2954,1.2398,0,1.0000,0,0,37.2832,6.3705,10.1528,14.7500,169.4382,0.440,0.000,1.000
2026-03-27,12:31:57,25,1,0.0000,-0.0007,0.1812,5.3302,1.2398,0,1.0000,0,0,37.4576,5.7527,10.8053,16.3808,170.7738,0.410,0.000,1.000
2026-03-27,12:31:57,25,1,0.0000,-0.0036,0.1807,5.3150,1.2398,0,1.0000,0,0,37.6146,5.3128,11.4838,17.7025,172.3329,0.380,0.000,1.000
2026-03-27,12:31:57,26,1,0.0000,-0.0052,0.1802,5.3008,1.2398,0,1.0000,0,0,37.8219,5.9618,12.0957,17.9206,173.8309,0.350,0.000,1.000
2026-03-27,12:31:57,27,1,0.0000,0.0017,0.1799,5.2915,1.2398,0,1.0000,0,0,38.1306,7.8274,12.5261,16.1719,174.9382,0.320,0.000,1.000
2026-03-27,12:31:57,28,1,0.0000,0.0125,0.1782,5.2424,1.2398,0,1.0000,0,0,38.4405,8.7143,12.7431,13.0819,175.6898,0.290,0.000,1.000
2026-03-27,12:31:57,29,1,0.0000,-0.0112,0.1812,5.3304,1.2398,0,1.0000,0,0,38.7628,9.3539,12.8076,9.4597,176.1025,0.260,0.000,1.000
2026-03-27,12:31:57,30,1,0.0000,0.0030,0.1803,5.3024,1.2398,0,1.0000,0,0,39.0950,9.6216,12.6344,4.7192,176.2385,0.230,0.000,1.000
2026-03-27,12:31:57,30,1,0.0000,-0.0069,0.1818,5.3460,1.2399,0,1.0000,0,0,39.4678,10.8276,12.2646,-0.3894,175.9890,0.200,0.000,1.000
2026-03-27,12:31:57,31,1,0.0000,-0.0057,0.1823,5.3619,1.2399,0,1.0000,0,0,39.8864,11.8602,11.7174,-5.5731,175.4311,0.170,0.000,1.000
2026-03-27,12:31:57,32,1,0.0000,0.0004,0.1819,5.3510,1.2399,0,1.0000,0,0,40.2048,10.6073,11.0632,-10.1317,174.8103,0.140,0.000,1.000
2026-03-27,12:31:57,32,1,0.0000,-0.0055,0.1823,5.3607,1.2399,0,1.0000,0,0,40.3970,7.6534,10.2664,-14.4294,173.8272,0.110,0.000,1.000
2026-03-27,12:31:57,33,1,0.0000,-0.0053,0.1837,5.4023,1.2400,0,1.0000,0,0,40.4857,4.5162,9.4282,-17.9238,172.7766,0.080,0.000,1.000
2026-03-27,12:31:57,33,1,0.0000,0.0033,0.1843,5.4206,1.2400,0,1.0000,0,0,40.4598,1.4923,8.5638,-20.5506,171.6614,0.050,0.000,1.000
2026-03-27,12:31:57,34,1,0.0000,0.0009,0.1828,5.3755,1.2400,0,1.0000,0,0,40.4257,0.0943,7.6990,-22.0701,170.4595,0.020,0.000,1.000
2026-03-27,12:31:57,35,1,0.0000,0.0015,0.1819,5.3510,1.2400,0,1.0000,0,0,40.4321,0.3943,6.9697,-22.0774,169.3135,0.000,0.000,1.000
