Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-04-03,16:27:44,1,1,-7.9840,-1.2686,0.0448,1.3191,1.2293,0,1.0000,-998,1,44.5030,-18.2755,-26.3314,-10.9415,65.9066,0.050,0.000,0.516
2026-04-03,16:27:44,1,1,-7.9840,-1.1779,0.0127,0.3740,1.2362,0,1.0000,-998,1,44.4304,-8.3142,-26.5363,-9.4947,58.5439,0.050,0.000,0.546
2026-04-03,16:27:44,2,1,-7.9840,-0.8122,0.0093,0.2724,1.2428,0,1.0000,-998,1,44.4952,-3.2863,-26.5669,-6.8019,58.5993,0.020,0.000,0.565
2026-04-03,16:27:44,3,1,-7.9840,-0.7759,0.0339,0.9956,1.2496,0,1.0000,-998,1,44.5076,-0.4216,-26.5747,-4.7149,58.4325,0.050,0.000,0.584
2026-04-03,16:27:44,3,1,-7.9840,-0.8807,0.0169,0.4966,1.2557,0,1.0000,-998,1,44.9134,7.6278,-26.6662,-4.0250,58.4596,0.020,0.000,0.592
2026-04-03,16:27:44,4,1,-7.9840,-0.8603,0.0075,0.2201,1.2610,0,1.0000,-998,1,45.4782,13.0552,-26.8014,-4.0478,58.5612,0.000,0.000,0.600
2026-04-03,16:27:44,4,1,-7.9840,-0.5885,0.0112,0.3285,1.2663,0,1.0000,-998,1,46.0007,12.7848,-26.8106,-2.9630,44.5166,0.000,0.000,0.630
2026-04-03,16:27:44,5,1,-7.9840,-0.3592,0.0197,0.5781,1.2720,0,1.0000,-998,1,45.1962,-9.5757,-26.7776,-1.4511,40.8251,0.000,0.000,0.648
2026-04-03,16:27:44,6,1,-7.9840,-0.7633,0.0403,1.1841,1.2760,0,1.0000,-998,1,44.3509,-18.3684,-26.7873,-1.0373,48.8182,0.020,0.000,0.656
2026-04-03,16:27:44,7,1,-7.9520,-0.7160,0.0421,1.2380,1.2811,0,1.0000,-994,1,43.7704,-13.2624,-27.0753,-3.1868,47.3569,0.040,0.000,0.696
2026-04-03,16:27:44,7,1,-7.9520,-0.3903,0.0009,0.0262,1.2840,0,1.0000,-994,1,43.3564,-12.8726,-27.2254,-3.4729,48.1326,0.040,0.000,0.715
2026-04-03,16:27:44,8,1,-7.9520,-0.0447,0.0200,0.5895,1.2863,0,1.0000,-994,1,43.3068,-6.4445,-27.3253,-3.4250,48.7745,0.040,0.000,0.734
2026-04-03,16:27:44,9,1,-7.9200,-0.6181,0.0502,1.4767,1.2883,0,1.0000,-990,1,43.2936,-1.7624,-27.4230,-3.3328,56.3015,0.040,0.000,0.753
2026-04-03,16:27:44,10,1,-7.9200,-0.2753,-0.0162,0.4778,1.2895,0,1.0000,-990,1,43.4264,2.0458,-27.6370,-4.1773,49.4207,0.040,0.000,0.772
2026-04-03,16:27:44,10,1,-7.9200,-0.6341,0.0008,0.0247,1.2932,0,1.0000,-990,1,44.0437,11.1881,-27.7630,-4.1385,42.8339,0.010,0.000,0.780
2026-04-03,16:27:44,11,1,-7.9280,-0.5633,0.0046,0.1349,1.2980,0,1.0000,-991,1,44.0773,-0.1834,-27.8399,-3.4265,46.3736,0.000,0.000,0.798
2026-04-03,16:27:44,11,1,-7.9280,-0.3256,0.0033,0.0959,1.3009,0,1.0000,-991,1,42.6769,-24.2543,-27.9741,-3.7002,46.9521,0.000,0.000,0.817
2026-04-03,16:27:44,12,1,-7.9280,-0.4017,0.0285,0.8387,1.3044,0,1.0000,-991,1,41.4902,-31.1173,-28.1678,-4.3266,47.4145,0.020,0.000,0.825
2026-04-03,16:27:44,13,1,-7.9280,-0.3771,0.0396,1.1649,1.3067,0,1.0000,-991,1,39.5897,-40.0008,-28.3872,-4.5762,50.7545,0.040,0.000,0.854
2026-04-03,16:27:44,13,1,-7.9280,-0.3640,0.0132,0.3891,1.3080,0,1.0000,-991,1,37.1239,-61.0641,-28.6369,-5.5619,51.2643,0.040,0.000,0.884
2026-04-03,16:27:44,14,1,-7.9280,-0.1849,0.0298,0.8757,1.3100,0,1.0000,-991,1,34.9014,-61.4565,-28.9417,-6.6572,44.4328,0.100,0.000,0.914
2026-04-03,16:27:44,15,1,-7.9360,-0.8304,0.0124,0.3633,1.3146,0,1.0000,-992,1,34.1674,-28.7743,-29.1452,-6.1154,40.4702,0.100,0.000,0.944
2026-04-03,16:27:44,15,1,-7.9360,-0.8636,0.0336,0.9871,1.3215,0,1.0000,-992,1,34.1782,-12.2769,-29.2413,-5.0197,41.6693,0.130,0.000,0.963
2026-04-03,16:27:44,16,1,-7.9360,-1.1505,0.0444,1.3068,1.3291,0,1.0000,-992,1,34.0045,-8.3442,-29.4357,-5.3215,49.4408,0.130,0.000,0.993
2026-04-03,16:27:44,16,1,-7.9360,-1.3392,0.0391,1.1510,1.3374,0,1.0000,-992,1,33.5535,-11.5163,-29.8159,-7.3818,56.6949,0.130,0.000,1.000
2026-04-03,16:27:44,17,1,-7.9360,-1.1420,0.0020,0.0581,1.3454,0,1.0000,-992,1,33.5338,-4.6378,-30.2685,-9.3852,63.4996,0.130,0.000,0.999
2026-04-03,16:27:44,18,1,-7.9360,-0.7908,0.0239,0.7030,1.3534,0,1.0000,-992,1,34.9800,22.3436,-30.6412,-9.6275,62.7470,0.130,0.000,1.000
2026-04-03,16:27:44,19,1,-7.9840,-1.0505,0.0023,0.0685,1.3600,0,1.0000,-998,1,37.8996,63.3465,-30.7337,-7.3740,69.2197,0.100,0.000,0.997
2026-04-03,16:27:44,20,1,-7.9840,-0.3633,0.0050,0.1477,1.3638,0,1.0000,-998,1,42.4001,101.5090,-30.8125,-5.7174,61.5901,0.070,0.000,0.994
2026-04-03,16:27:44,21,1,-7.9840,-0.0500,-0.0035,0.1017,1.3644,0,1.0000,-998,1,46.2413,107.5432,-31.0470,-6.2005,61.0335,0.040,0.000,0.998
2026-04-03,16:27:44,21,1,-7.9840,0.0068,0.0028,0.0830,1.3647,0,1.0000,-998,1,50.4195,98.0553,-31.5440,-8.4833,55.8252,0.000,0.000,0.994
2026-04-03,16:27:44,22,1,-7.9840,-0.0069,0.0040,0.1175,1.3648,0,1.0000,-998,1,52.5001,75.7970,-32.0790,-11.0383,62.8927,0.000,0.000,0.991
2026-04-03,16:27:44,23,1,-7.9840,0.0188,0.0004,0.0105,1.3647,0,1.0000,-998,1,49.7603,-24.1108,-32.9021,-15.1711,48.6678,0.000,0.000,0.988
2026-04-03,16:27:44,23,1,-7.9840,0.0106,0.0028,0.0828,1.3647,0,1.0000,-998,1,46.4025,-67.6097,-34.0922,-21.5780,56.0915,0.000,0.000,0.985
2026-04-03,16:27:44,24,1,-7.9840,-0.0193,0.0052,0.1538,1.3648,0,1.0000,-998,1,41.0888,-126.6862,-35.6108,-29.6293,63.1810,0.000,0.000,0.982
2026-04-03,16:27:44,24,1,-7.9840,-0.0009,0.0053,0.1550,1.3648,0,1.0000,-998,1,32.1547,-212.2879,-37.4326,-37.7839,69.7758,0.000,0.000,0.979
2026-04-03,16:27:44,25,1,-7.9840,-0.0531,0.0120,0.3519,1.3650,0,1.0000,-998,1,20.8633,-283.3391,-39.1741,-42.0519,68.6541,0.000,0.000,0.987
2026-04-03,16:27:44,26,1,-7.9840,-0.1966,0.0135,0.3979,1.3657,0,1.0000,-998,1,9.7154,-285.2217,-40.1584,-36.9027,53.9169,0.000,0.000,1.000
2026-04-03,16:27:44,26,1,-7.9840,-0.3938,0.0183,0.5390,1.3689,0,1.0000,-998,1,12.0401,-71.4906,-39.9269,-22.7365,45.4062,0.010,0.000,1.000
2026-04-03,16:27:44,27,1,-7.9840,-0.8753,0.0046,0.1349,1.3746,0,1.0000,-998,1,21.0433,121.4808,-39.3857,-10.4122,46.5150,0.000,0.000,0.999
2026-04-03,16:27:44,28,1,-7.9840,-0.7342,0.0381,1.1215,1.3810,0,1.0000,-998,1,27.3508,152.0171,-38.7803,-1.4348,47.3904,0.010,0.000,1.000
2026-04-03,16:27:44,28,1,-7.9840,-1.1416,0.0374,1.0988,1.3902,0,1.0000,-998,1,25.3736,12.4716,-38.1735,4.5098,50.5339,0.000,0.000,1.000
2026-04-03,16:27:44,29,1,-7.9840,-1.4215,0.0445,1.3089,1.3985,0,1.0000,-998,1,24.1128,-12.2127,-37.9398,5.3509,57.8878,0.000,0.000,1.000
2026-04-03,16:27:44,30,1,-7.9840,-1.1526,0.0053,0.1567,1.4063,0,1.0000,-998,1,24.6771,4.9535,-37.9686,3.3278,50.8033,0.000,0.000,0.999
2026-04-03,16:27:44,31,1,-7.9840,-0.9483,0.0075,0.2211,1.4139,0,1.0000,-998,1,24.8833,5.1136,-37.9884,2.3802,51.2995,0.000,0.000,0.999
2026-04-03,16:27:44,32,1,-7.9840,-0.6386,0.0041,0.1210,1.4198,0,1.0000,-998,1,24.5562,-3.8970,-37.8455,2.8714,44.7932,0.000,0.000,0.999
2026-04-03,16:27:44,32,1,-7.9840,-0.7310,0.0261,0.7671,1.4256,0,1.0000,-998,1,24.1359,-8.4435,-37.6054,4.1396,52.6345,0.000,0.000,1.000
2026-04-03,16:27:44,33,1,-7.9840,-0.7955,0.0384,1.1283,1.4334,0,1.0000,-998,1,24.0906,-3.5367,-37.7860,0.8432,62.0538,0.000,0.000,1.000
2026-04-03,16:27:44,34,1,-7.9840,-0.9742,0.0274,0.8047,1.4394,0,1.0000,-998,1,24.0641,-1.3596,-38.3639,-4.9001,68.3724,0.000,0.000,1.000
2026-04-03,16:27:44,34,1,-7.9840,-0.9721,0.0099,0.2905,1.4452,0,1.0000,-998,1,23.6593,-8.0322,-38.9795,-9.2897,60.4525,0.000,0.000,0.998
2026-04-03,16:27:44,35,1,-7.9840,-0.7634,-0.0106,0.3119,1.4525,0,1.0000,-998,1,23.2848,-8.2322,-39.2782,-8.3646,55.3401,0.000,0.000,1.000
2026-04-03,16:27:44,35,1,-7.9840,-0.4844,0.0259,0.7626,1.4580,0,1.0000,-998,1,23.3983,-1.5229,-39.4164,-7.1430,48.1104,0.000,0.000,1.000
2026-04-03,16:27:44,36,1,-7.9840,-0.8257,0.0352,1.0340,1.4630,0,1.0000,-998,1,23.7584,6.3194,-39.6127,-6.4199,55.3310,0.000,0.000,1.000
2026-04-03,16:27:44,37,1,-7.9840,-0.7548,0.0064,0.1881,1.4682,0,1.0000,-998,1,24.1902,8.5472,-40.0439,-7.8137,57.5534,0.000,0.000,0.997
2026-04-03,16:27:44,37,1,-7.9840,-0.3129,0.0076,0.2249,1.4710,0,1.0000,-998,1,24.2395,4.3323,-40.5554,-10.2817,57.2834,0.000,0.000,0.999
2026-04-03,16:27:44,38,1,-7.9840,-0.3380,0.0333,0.9794,1.4748,0,1.0000,-998,1,24.1270,0.0900,-41.1106,-12.0515,63.9217,0.000,0.000,1.000
2026-04-03,16:27:44,39,1,-7.9840,-0.4988,0.0162,0.4751,1.4790,0,1.0000,-998,1,24.0237,-1.2345,-41.5739,-11.4484,58.0036,0.000,0.000,1.000
2026-04-03,16:27:44,39,1,-7.9840,-0.4118,0.0119,0.3511,1.4830,0,1.0000,-998,1,23.9799,-1.4959,-41.7870,-9.8280,57.6423,0.000,0.000,1.000
2026-04-03,16:27:44,65,1,-7.9840,-0.3542,0.0124,0.3656,1.4870,0,1.0000,-998,1,22.7205,-25.4665,-41.7389,-5.1776,38.9394,0.000,0.000,1.000
2026-04-03,16:27:44,66,1,-7.9840,-0.3599,0.0443,1.3035,1.4908,0,1.0000,-998,1,20.0757,-55.8346,-41.3368,0.3568,25.9627,0.040,0.000,1.000
2026-04-03,16:27:44,66,1,-7.9840,-0.8283,0.0374,1.1011,1.4949,0,1.0000,-998,1,18.7000,-43.6280,-40.8534,4.9860,27.9394,0.100,0.000,1.000
2026-04-03,16:27:44,67,1,-7.9840,-1.4273,0.0455,1.3384,1.5054,0,1.0000,-998,1,20.5731,19.0731,-40.1350,9.6518,25.7081,0.090,0.000,1.000
