Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf,Kite_Pitch_deg,Kite_Roll_deg,Kite_IMU_Battery
2026-05-06,13:19:19,0,1,-7.9840,-1.4711,0.3060,8.9997,2.2554,0,0.0000,-998,1,10.0735,-21.7394,-4.5282,-8.6047,167.9802,0.864,0.000,0.538,0.0000,0.0000,0
2026-05-06,13:19:19,1,1,-7.9840,-1.4868,0.3112,9.1528,2.2667,0,0.0000,-998,1,11.1136,8.7309,-4.5447,-5.9112,168.1051,0.912,0.000,0.562,0.0000,0.0000,0
2026-05-06,13:19:19,2,1,-7.9840,-1.3512,0.2598,7.6409,2.2797,0,0.0000,-998,1,9.8458,-18.2410,-4.4223,-2.4535,168.1380,0.976,0.000,0.594,0.0000,0.0000,0
2026-05-06,13:19:19,2,1,-7.9840,-1.6367,0.2047,6.0192,2.2904,0,0.0000,-998,1,10.7452,8.5618,-4.0988,1.5051,168.1629,1.000,0.000,0.618,0.0000,0.0000,0
2026-05-06,13:19:19,3,1,-7.9840,-1.7247,0.1246,3.6652,2.3016,0,0.0000,-998,1,10.7453,0.9465,-3.9662,2.1180,168.1866,0.976,0.000,0.642,0.0000,0.0000,0
2026-05-06,13:19:19,3,1,-7.9840,-2.1643,0.0709,2.0865,2.3195,0,0.0000,-998,1,10.1752,-7.7682,-3.7934,3.0248,168.2737,0.944,0.000,0.674,0.0000,0.0000,0
2026-05-06,13:19:19,4,1,-7.9840,-1.6938,0.0873,2.5681,2.3338,0,0.0000,-998,1,10.8445,10.4653,-3.4263,5.6407,168.2830,0.920,0.000,0.698,0.0000,0.0000,0
2026-05-06,13:19:19,5,1,-7.9840,-1.4645,0.1443,4.2452,2.3430,0,0.0000,-998,1,11.5643,14.2072,-2.7175,10.6061,168.4296,0.896,0.000,0.722,0.0000,0.0000,0
2026-05-06,13:19:19,6,1,-7.9840,-1.2883,0.1844,5.4229,2.3568,0,0.0000,-998,1,11.8608,8.8876,-2.0751,12.1970,168.5503,0.864,0.000,0.754,0.0000,0.0000,0
2026-05-06,13:19:19,7,1,-7.9840,-1.1107,0.1387,4.0783,2.3658,0,0.0000,-998,1,10.3335,-18.1968,-1.9469,9.4684,168.5095,0.840,0.000,0.778,0.0000,0.0000,0
2026-05-06,13:19:19,8,1,-7.9840,-1.2569,0.0568,1.6715,2.3761,0,0.0000,-998,1,11.5230,10.0274,-1.7448,7.6577,168.5116,0.808,0.000,0.810,0.0000,0.0000,0
2026-05-06,13:19:19,9,1,-7.9840,-1.1824,0.0556,1.6352,2.3860,0,0.0000,-998,1,11.4231,3.5177,-1.6761,5.8313,168.4794,0.784,0.000,0.834,0.0000,0.0000,0
2026-05-06,13:19:19,9,1,-7.9840,-1.1594,0.0541,1.5914,2.3942,0,0.0000,-998,1,10.9160,-8.6040,-1.7073,3.7085,168.5054,0.760,0.000,0.858,0.0000,0.0000,0
2026-05-06,13:19:19,10,1,-7.9840,-1.0983,0.0356,1.0479,2.4043,0,0.0000,-998,1,11.2398,5.0634,-1.5871,3.3294,168.4342,0.728,0.000,0.890,0.0000,0.0000,0
2026-05-06,13:19:19,10,1,-7.9840,-0.7484,0.0631,1.8564,2.4094,0,0.0000,-998,1,11.3319,1.7767,-1.5088,2.9880,168.5554,0.704,0.000,0.914,0.0000,0.0000,0
2026-05-06,13:19:19,11,1,-7.9840,-0.7751,0.0468,1.3754,2.4164,0,0.0000,-998,1,11.3314,1.8940,-1.6949,-0.1039,168.5120,0.672,0.000,0.946,0.0000,0.0000,0
2026-05-06,13:19:19,12,1,-7.9840,-1.0281,0.0412,1.2130,2.4234,0,0.0000,-998,1,10.8022,-6.8105,-2.0672,-3.5582,168.4684,0.648,0.000,0.970,0.0000,0.0000,0
2026-05-06,13:19:19,12,1,-7.9840,-1.0412,0.0317,0.9312,2.4313,0,0.0000,-998,1,11.0739,1.8016,-2.3562,-5.2125,168.3954,0.624,0.000,0.994,0.0000,0.0000,0
2026-05-06,13:19:19,13,1,-7.9840,-1.0022,0.0758,2.2287,2.4391,0,0.0000,-998,1,10.8841,-2.6573,-2.7028,-6.7892,168.4467,0.600,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:19:19,13,1,-7.9840,-0.9433,0.0768,2.2588,2.4461,0,0.0000,-998,1,10.9084,-0.5594,-2.9221,-6.8089,168.4939,0.576,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:19:19,14,1,-7.9840,-1.1837,0.0748,2.2013,2.4540,0,0.0000,-998,1,10.7076,-3.4500,-3.1141,-6.4733,168.5616,0.552,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:19:19,16,1,-7.9840,-1.1358,0.0527,1.5504,2.4625,0,0.0000,-998,1,10.6262,-3.4529,-3.2449,-5.6124,168.5884,0.528,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:19:19,18,1,-7.9840,-1.3439,0.0525,1.5444,2.4751,0,0.0000,-998,1,10.3941,-2.3209,-3.3271,-4.2944,168.5719,0.496,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:19:19,19,1,-7.9840,-1.0945,0.0614,1.8071,2.4846,0,0.0000,-998,1,10.4291,-0.4444,-3.5264,-4.6828,168.5749,0.472,0.000,1.000,0.0000,0.0000,0
