Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf,Kite_Pitch_deg,Kite_Roll_deg,Kite_IMU_Battery
2026-05-06,13:00:06,0,2,0.0000,-0.0324,0.1010,2.9693,1.0261,0,1.0000,0,1,6.8491,-2.9802,-44.1591,2.5656,142.2871,0.000,0.000,0.536,0.0000,0.0000,0
2026-05-06,13:00:06,1,2,0.0000,-0.0020,0.0985,2.8957,1.0261,0,1.0000,0,1,6.8875,-0.5769,-44.1408,1.7342,145.0301,0.000,0.000,0.568,0.0000,0.0000,0
2026-05-06,13:00:06,2,2,0.0000,0.0071,0.0985,2.8966,1.0261,0,1.0000,0,1,6.8231,-1.4917,-44.0831,1.7319,146.8929,0.000,0.000,0.592,0.0000,0.0000,0
2026-05-06,13:00:06,2,2,0.0000,0.0071,0.0980,2.8823,1.0261,0,1.0000,0,1,6.7526,-1.7780,-44.0287,1.7030,148.7070,0.000,0.000,0.607,0.0000,0.0000,0
2026-05-06,13:00:06,3,2,0.0000,0.0237,0.0918,2.7008,1.0259,0,1.0000,0,0,6.8803,1.6562,-43.9307,1.9403,150.9517,0.000,0.000,0.604,0.0000,0.0000,0
2026-05-06,13:00:06,3,2,0.0000,0.0300,0.0870,2.5591,1.0257,0,1.0000,0,0,6.8801,0.4616,-43.8611,1.9634,152.4724,0.000,0.000,0.602,0.0000,0.0000,0
2026-05-06,13:00:06,4,2,0.0000,-0.0042,0.0887,2.6099,1.0256,0,1.0000,0,0,6.9318,1.4177,-43.8009,1.7532,154.4655,0.000,0.000,0.598,0.0000,0.0000,0
2026-05-06,13:00:06,5,2,0.0000,0.0174,0.0872,2.5635,1.0256,0,1.0000,0,0,7.0371,2.1718,-43.7158,2.0349,155.7933,0.000,0.000,0.596,0.0000,0.0000,0
2026-05-06,13:00:06,6,2,0.0000,-0.0249,0.0910,2.6774,1.0257,0,1.0000,0,0,6.9911,0.0188,-43.6466,2.0252,157.0399,0.000,0.000,0.594,0.0000,0.0000,0
2026-05-06,13:00:06,7,2,0.0000,-0.0268,0.0962,2.8297,1.0260,0,1.0000,0,0,6.9770,-0.1711,-43.6356,1.3131,158.6290,0.000,0.000,0.590,0.0000,0.0000,0
2026-05-06,13:00:06,8,2,0.0000,0.0029,0.0972,2.8578,1.0260,0,1.0000,0,0,6.9205,-1.2509,-43.6257,0.9946,159.7229,0.000,0.000,0.588,0.0000,0.0000,0
