Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf
2026-03-27,12:40:52,1,1,-7.9840,-3.5702,0.0580,1.7044,1.2635,0,1.0000,-998,1,16.7344,14.6229,-28.9638,5.9801,30.5736,0.000,0.000,0.538
2026-03-27,12:40:52,2,1,-7.9840,-3.6594,0.0586,1.7249,1.2955,0,1.0000,-998,1,17.1566,11.8433,-28.6220,6.7195,38.0314,0.000,0.000,0.578
2026-03-27,12:40:52,3,1,-7.9840,-3.3792,0.0221,0.6491,1.3221,0,1.0000,-998,1,17.4413,9.8729,-28.4506,6.2471,46.2683,0.000,0.000,0.608
2026-03-27,12:40:52,3,1,-7.9840,-3.1618,0.0174,0.5124,1.3470,0,1.0000,-998,1,17.9036,11.7972,-28.1267,7.0836,33.0819,0.000,0.000,0.638
2026-03-27,12:40:52,4,1,-7.9840,-2.9419,0.0078,0.2288,1.3693,0,1.0000,-998,1,18.2173,9.3754,-27.8545,7.3246,34.4358,0.000,0.000,0.657
2026-03-27,12:40:52,5,1,-7.9840,-2.9791,0.0305,0.8984,1.3934,0,1.0000,-998,1,18.9849,16.3779,-27.8194,5.2340,42.7512,0.000,0.000,0.676
2026-03-27,12:40:52,5,1,-7.9840,-2.3653,0.0363,1.0666,1.4119,0,1.0000,-998,1,19.0508,6.8132,-27.9941,1.8270,43.7220,0.000,0.000,0.706
2026-03-27,12:40:52,6,1,-7.9840,-2.8924,0.0611,1.7978,1.4364,0,1.0000,-998,1,17.8429,-17.7482,-28.3533,-2.1798,47.1587,0.000,0.000,0.746
2026-03-27,12:40:52,6,1,-7.9840,-2.7764,0.0380,1.1170,1.4556,0,1.0000,-998,1,14.8493,-60.7860,-28.4666,-2.4983,40.6744,0.040,0.000,0.776
2026-03-27,12:40:52,7,1,-7.9840,-3.4396,0.0663,1.9490,1.4786,0,1.0000,-998,1,14.5465,-26.4763,-28.4062,-1.1403,41.5129,0.100,0.000,0.806
2026-03-27,12:40:52,8,1,-7.9840,-3.8971,0.0538,1.5818,1.5048,0,1.0000,-998,1,16.1250,16.0846,-28.2666,0.6257,28.5384,0.160,0.000,0.836
2026-03-27,12:40:52,8,1,-7.9840,-4.6105,0.0691,2.0312,1.5450,0,1.0000,-998,1,17.4800,26.8275,-28.0406,2.4210,26.4340,0.150,0.000,0.876
2026-03-27,12:40:52,9,1,-7.9840,-4.4673,0.0126,0.3704,1.5776,0,1.0000,-998,1,18.5727,29.7241,-28.0029,1.9877,35.1790,0.120,0.000,0.906
2026-03-27,12:40:52,10,1,-7.9840,-3.9295,0.0259,0.7619,1.6120,0,1.0000,-998,1,20.4690,43.7886,-27.9414,1.9730,32.1567,0.090,0.000,0.936
2026-03-27,12:40:52,10,1,-7.9840,-3.4246,0.0330,0.9719,1.6382,0,1.0000,-998,1,21.3884,33.2033,-28.1072,-0.2576,33.6218,0.060,0.000,0.966
2026-03-27,12:40:52,11,1,-7.9840,-2.6795,0.0488,1.4352,1.6659,0,1.0000,-998,1,21.5219,11.3691,-28.7658,-6.5151,37.6762,0.020,0.000,1.000
2026-03-27,12:40:52,11,1,-7.9840,-2.8207,0.0468,1.3753,1.6845,0,1.0000,-998,1,20.7126,-9.8871,-30.0517,-17.4043,44.8966,0.000,0.000,1.000
2026-03-27,12:40:52,12,1,-7.9840,-3.4354,0.0554,1.6303,1.7066,0,1.0000,-998,1,17.8975,-56.5118,-32.4819,-35.5246,51.0419,0.020,0.000,1.000
2026-03-27,12:40:52,13,1,-7.9840,-4.0402,0.0747,2.1968,1.7348,0,1.0000,-998,1,15.7462,-53.4569,-34.1725,-39.2805,36.9591,0.080,0.000,1.000
2026-03-27,12:40:52,14,1,-7.9840,-4.5849,0.0718,2.1106,1.7671,0,1.0000,-998,1,17.8445,13.0287,-33.8527,-23.5007,24.1726,0.140,0.000,1.000
2026-03-27,12:40:52,15,1,-7.9840,-5.1993,0.0418,1.2296,1.8035,0,1.0000,-998,1,18.8511,21.5061,-33.1419,-9.5881,19.0903,0.170,0.000,1.000
2026-03-27,12:40:52,16,1,-7.9840,-4.9757,0.0555,1.6312,1.8404,0,1.0000,-998,1,19.6490,22.8846,-32.6320,-1.7167,21.3191,0.140,0.000,1.000
2026-03-27,12:40:52,17,1,-7.9840,-5.0773,0.0359,1.0545,1.8763,0,1.0000,-998,1,20.4649,23.7833,-32.2065,2.9303,16.5561,0.110,0.000,1.000
2026-03-27,12:40:52,19,1,-7.9840,-4.6064,0.0491,1.4433,1.9109,0,1.0000,-998,1,21.4537,27.6375,-31.6953,6.7728,11.7715,0.080,0.000,1.000
2026-03-27,12:40:52,20,1,-7.9840,-4.3882,0.0257,0.7544,1.9520,0,1.0000,-998,1,23.2931,38.5161,-30.9948,10.6847,24.5637,0.040,0.000,1.000
2026-03-27,12:40:52,21,1,-7.9840,-4.3701,0.0428,1.2599,1.9846,0,1.0000,-998,1,24.3899,34.7528,-30.5824,11.1516,19.5201,0.010,0.000,1.000
2026-03-27,12:40:52,22,1,-7.9840,-3.9241,0.0337,0.9919,2.0152,0,1.0000,-998,1,24.4077,15.3686,-30.3188,10.0147,15.0753,0.000,0.000,1.000
