Date,Time,Timestamp_ms,Kite_ID,Commanded_Vel_rps,Actual_Vel_rps,Torque_Nm,Tension_N,Line_Length_m,Target_Enabled,Target_Length_m,Remote_Joy,Remote_Active,Pitch_deg,Pitch_Vel_dps,Yaw_deg,Yaw_Vel_dps,Roll_deg,Dive_Conf,AWW_Conf,AF_Conf,Kite_Pitch_deg,Kite_Roll_deg,Kite_IMU_Battery
2026-05-06,13:04:52,0,2,-4.1120,-0.2153,0.0273,0.8041,1.0801,0,1.0000,-514,1,42.8850,13.5895,-38.0563,-13.9552,49.1489,0.000,0.000,0.527,0.0000,0.0000,0
2026-05-06,13:04:52,1,2,-4.1120,-0.5255,0.0508,1.4937,1.0829,0,1.0000,-514,1,43.1561,10.7793,-39.9661,-28.1948,53.7300,0.000,0.000,0.551,0.0000,0.0000,0
2026-05-06,13:04:52,2,2,-4.1120,-0.5503,0.0442,1.2996,1.0876,0,1.0000,-514,1,43.9139,16.0000,-42.8109,-43.0378,45.3856,0.000,0.000,0.583,0.0000,0.0000,0
2026-05-06,13:04:52,3,2,-4.1120,-0.7301,0.0343,1.0091,1.0921,0,1.0000,-514,1,44.3825,14.2900,-43.8009,-38.1448,30.5126,0.000,0.000,0.607,0.0000,0.0000,0
2026-05-06,13:04:52,3,2,-4.1120,-0.8232,0.0453,1.3319,1.0984,0,1.0000,-514,1,44.7825,12.7639,-43.3293,-21.0433,17.8334,0.000,0.000,0.631,0.0000,0.0000,0
2026-05-06,13:04:52,4,2,-4.1120,-0.7762,0.0284,0.8338,1.1041,0,1.0000,-514,1,45.0936,10.7108,-42.2688,-4.0775,20.3123,0.000,0.000,0.655,0.0000,0.0000,0
2026-05-06,13:04:52,4,2,-4.1120,-0.5325,0.0544,1.5992,1.1095,0,1.0000,-514,1,45.7586,17.1608,-41.4735,4.7538,29.1978,0.000,0.000,0.679,0.0000,0.0000,0
2026-05-06,13:04:52,5,2,-4.1120,-0.5951,0.0430,1.2648,1.1131,0,1.0000,-514,1,46.7631,23.9978,-41.2003,5.7194,37.3000,0.000,0.000,0.703,0.0000,0.0000,0
2026-05-06,13:04:52,7,2,-4.1120,-0.4158,0.0370,1.0876,1.1179,0,1.0000,-514,1,47.0108,9.6898,-40.9148,6.0933,40.6830,0.000,0.000,0.735,0.0000,0.0000,0
2026-05-06,13:04:52,8,2,-4.1120,-0.1587,0.0357,1.0495,1.1204,0,1.0000,-514,1,46.5295,-4.5107,-40.5516,6.9843,29.7722,0.000,0.000,0.767,0.0000,0.0000,0
2026-05-06,13:04:52,9,2,-4.1120,-0.1897,0.0156,0.4595,1.1214,0,1.0000,-514,1,46.2073,-6.9046,-40.1222,8.5519,20.0349,0.000,0.000,0.799,0.0000,0.0000,0
2026-05-06,13:04:52,9,2,-4.1120,-0.0551,0.0248,0.7307,1.1223,0,1.0000,-514,1,46.0507,-5.4952,-39.7381,9.4372,29.1751,0.000,0.000,0.823,0.0000,0.0000,0
2026-05-06,13:04:52,10,2,-4.1120,-0.2036,0.0191,0.5609,1.1234,0,1.0000,-514,1,45.9843,-3.2888,-39.5092,8.5131,37.5676,0.000,0.000,0.847,0.0000,0.0000,0
2026-05-06,13:04:52,10,2,-4.1120,-0.2313,0.0450,1.3248,1.1255,0,1.0000,-514,1,46.6439,11.5330,-39.7096,3.8017,44.9549,0.000,0.000,0.871,0.0000,0.0000,0
2026-05-06,13:04:52,11,2,-4.1120,-0.1894,0.0361,1.0617,1.1265,0,1.0000,-514,1,48.0946,30.4532,-40.6613,-6.6678,51.1972,0.000,0.000,0.895,0.0000,0.0000,0
2026-05-06,13:04:52,11,2,-4.1120,-0.3419,0.0331,0.9740,1.1288,0,1.0000,-514,1,49.4384,35.8681,-41.9546,-16.9874,50.0311,0.000,0.000,0.919,0.0000,0.0000,0
2026-05-06,13:04:52,12,2,-4.1120,-0.4512,0.0252,0.7408,1.1321,0,1.0000,-514,1,49.5962,16.0287,-42.8127,-19.7030,35.4906,0.000,0.000,0.943,0.0000,0.0000,0
2026-05-06,13:04:52,13,2,-4.1120,-0.3948,0.0271,0.7969,1.1355,0,1.0000,-514,1,48.7016,-8.4625,-43.0015,-14.8693,22.2983,0.000,0.000,0.967,0.0000,0.0000,0
2026-05-06,13:04:52,14,2,-4.1120,-0.4798,0.0327,0.9627,1.1390,0,1.0000,-514,1,47.7199,-20.7047,-42.5426,-5.5812,10.2285,0.000,0.000,0.991,0.0000,0.0000,0
2026-05-06,13:04:52,14,2,-4.1200,-0.5491,0.0262,0.7713,1.1428,0,1.0000,-515,1,46.9551,-21.1467,-41.9592,1.5255,20.0236,0.008,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:04:52,15,2,-4.1120,-0.4621,0.0231,0.6802,1.1466,0,1.0000,-514,1,46.4388,-18.0185,-41.6317,4.2956,29.0087,0.032,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:04:52,15,2,-4.1120,-0.0220,0.0316,0.9285,1.1489,0,1.0000,-514,1,46.5376,-4.2356,-41.7859,1.2361,37.0101,0.056,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:04:52,17,2,-4.1120,-0.0195,0.0038,0.1120,1.1490,0,1.0000,-514,1,47.2555,10.6396,-42.5172,-6.2581,44.4144,0.032,0.000,0.999,0.0000,0.0000,0
2026-05-06,13:04:52,18,2,-4.1120,0.0071,0.0127,0.3735,1.1490,0,1.0000,-514,1,47.1199,-0.0770,-43.1105,-9.1848,26.2298,0.000,0.000,1.000,0.0000,0.0000,0
2026-05-06,13:04:52,19,2,-4.1120,0.0039,0.0118,0.3468,1.1490,0,1.0000,-514,1,46.3078,-14.2718,-43.0511,-5.5842,20.9658,0.000,0.000,1.000,0.0000,0.0000,0
